ID,adj.P.Val,pvalue,t,B,log2FoldChange,Gene_Symbol,Gene.title
213571_s_at,4.37e-08,6e-09,6.317883,9.6630271,0.522755,EIF4E2,eukaryotic translation initiation factor 4E family member 2
202762_at,4.4e-08,6.05e-09,-6.315975,9.6541784,-0.5597524,ROCK2,Rho associated coiled-coil containing protein kinase 2
212814_at,4.45e-08,6.12e-09,-6.31347,9.6425615,-0.6346481,AHCYL2,adenosylhomocysteinase like 2
214898_x_at,4.46e-08,6.14e-09,6.312955,9.6401731,0.4058053,MUC3B,"mucin 3B, cell surface associated"
200922_at,4.53e-08,6.23e-09,6.309716,9.6251573,0.564328,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
211318_s_at,4.54e-08,6.25e-09,6.309068,9.6221517,0.3444069,RAE1,ribonucleic acid export 1
203344_s_at,4.54e-08,6.26e-09,6.308992,9.6217998,0.4746581,RBBP8,"RB binding protein 8, endonuclease"
212518_at,4.55e-08,6.26e-09,-6.308708,9.6204863,-0.3048748,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
214114_x_at,4.55e-08,6.27e-09,6.308571,9.61985,0.3211644,FASTK,Fas activated serine/threonine kinase
206518_s_at,4.58e-08,6.32e-09,-6.306923,9.612213,-0.2738238,RGS9,regulator of G-protein signaling 9
202153_s_at,4.6e-08,6.33e-09,6.306325,9.6094389,0.4333406,NUP62,nucleoporin 62
202048_s_at,4.6e-08,6.34e-09,-6.306148,9.6086187,-0.3095252,CBX6,chromobox 6
202781_s_at,4.6e-08,6.35e-09,-6.305853,9.607251,-0.3479598,INPP5K,inositol polyphosphate-5-phosphatase K
216542_x_at,4.64e-08,6.41e-09,6.303985,9.5985979,0.7078746,IGHM,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 1
218076_s_at,4.65e-08,6.41e-09,-6.303745,9.5974855,-0.2596185,ARHGAP17,Rho GTPase activating protein 17
202260_s_at,4.65e-08,6.43e-09,-6.303292,9.5953884,-0.6452325,STXBP1,syntaxin binding protein 1
213393_at,4.66e-08,6.43e-09,6.303111,9.5945474,0.3114809,MFSD9,major facilitator superfamily domain containing 9
52255_s_at,4.66e-08,6.44e-09,-6.302905,9.5935938,-0.3184889,COL5A3,collagen type V alpha 3 chain
211593_s_at,4.66e-08,6.44e-09,6.302733,9.592796,0.2809945,MAST2,microtubule associated serine/threonine kinase 2
219189_at,4.68e-08,6.48e-09,6.301651,9.5877824,0.348479,FBXL6,F-box and leucine rich repeat protein 6
221582_at,4.7e-08,6.51e-09,6.300661,9.5831989,0.383706,HIST3H2A,"histone cluster 3, H2a"
218932_at,4.7e-08,6.51e-09,6.300543,9.5826524,0.6184989,ZNHIT6,zinc finger HIT-type containing 6
204715_at,4.7e-08,6.51e-09,6.300536,9.5826167,0.4715158,PANX1,pannexin 1
209494_s_at,4.71e-08,6.52e-09,6.300363,9.581817,0.2630734,PATZ1,POZ/BTB and AT hook containing zinc finger 1
202245_at,4.71e-08,6.52e-09,-6.300166,9.5809033,-0.4732693,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)"
210358_x_at,4.73e-08,6.55e-09,-6.299105,9.5759912,-0.4261757,GATA2,GATA binding protein 2
37831_at,4.73e-08,6.56e-09,6.299064,9.575801,0.2385,SIPA1L3,signal induced proliferation associated 1 like 3
218240_at,4.73e-08,6.56e-09,6.298907,9.5750723,0.2806873,NKIRAS2,NFKB inhibitor interacting Ras like 2
211822_s_at,4.75e-08,6.59e-09,-6.298121,9.5714333,-0.3207723,NLRP1,NLR family pyrin domain containing 1
221824_s_at,4.81e-08,6.67e-09,-6.295366,9.5586747,-0.4191588,MARCH8,membrane associated ring-CH-type finger 8
219017_at,4.82e-08,6.69e-09,6.29483,9.5561904,0.7360584,ETNK1,ethanolamine kinase 1
212118_at,4.84e-08,6.72e-09,6.293924,9.5519985,0.3133623,TRIM27,tripartite motif containing 27
222234_s_at,4.88e-08,6.77e-09,6.292125,9.5436656,0.2916857,DBNDD1,dysbindin domain containing 1
208119_s_at,4.88e-08,6.78e-09,6.292,9.5430895,0.3443087,ZNF93,zinc finger protein 93
219350_s_at,4.89e-08,6.79e-09,6.291691,9.5416581,0.3262215,DIABLO,diablo IAP-binding mitochondrial protein
205510_s_at,4.93e-08,6.86e-09,-6.289555,9.53177,-0.3155258,FLJ10038,uncharacterized protein FLJ10038
203702_s_at,4.99e-08,6.93e-09,6.287179,9.5207753,0.3535649,TTLL4,tubulin tyrosine ligase like 4
218898_at,5e-08,6.96e-09,6.28639,9.5171209,0.3889199,FAM57A,family with sequence similarity 57 member A
200044_at,5.01e-08,6.97e-09,6.28603,9.5154562,0.3702711,GATC,glutamyl-tRNA amidotransferase subunit C///serine and arginine rich splicing factor 9
214100_x_at,5.03e-08,7e-09,6.285178,9.5115146,0.4340453,NSUN5P1,NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
218944_at,5.04e-08,7.02e-09,6.284573,9.5087138,0.3497313,PYCRL,pyrroline-5-carboxylate reductase-like
36920_at,5.09e-08,7.08e-09,-6.282697,9.500038,-0.2946859,MTM1,myotubularin 1
211150_s_at,5.09e-08,7.08e-09,6.282623,9.4996928,0.5147807,DLAT,dihydrolipoamide S-acetyltransferase
212135_s_at,5.09e-08,7.1e-09,-6.282233,9.4978872,-0.455791,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
219060_at,5.11e-08,7.12e-09,6.281485,9.4944309,0.4728133,WDYHV1,WDYHV motif containing 1
219253_at,5.13e-08,7.15e-09,6.280605,9.4903589,0.5166908,TMEM185B,transmembrane protein 185B
213735_s_at,5.17e-08,7.21e-09,6.27896,9.4827484,0.4414895,COX5B,cytochrome c oxidase subunit 5B
201435_s_at,5.19e-08,7.24e-09,6.27796,9.4781271,0.4597508,EIF4E,eukaryotic translation initiation factor 4E
216266_s_at,5.23e-08,7.3e-09,6.276197,9.4699699,0.5222695,ARFGEF1,ADP ribosylation factor guanine nucleotide exchange factor 1
209196_at,5.23e-08,7.31e-09,6.276111,9.4695762,0.3900705,WDR46,WD repeat domain 46
204478_s_at,5.26e-08,7.34e-09,6.274985,9.4643693,0.2341759,RABIF,RAB interacting factor
203081_at,5.26e-08,7.35e-09,-6.274964,9.4642691,-0.3477134,CTNNBIP1,catenin beta interacting protein 1
221218_s_at,5.27e-08,7.37e-09,-6.274328,9.4613292,-0.5468218,TPK1,thiamin pyrophosphokinase 1
218065_s_at,5.29e-08,7.39e-09,-6.273561,9.4577851,-0.4054331,TMEM9B,TMEM9 domain family member B
202828_s_at,5.34e-08,7.47e-09,6.271258,9.4471403,0.4867047,MMP14,matrix metallopeptidase 14
203572_s_at,5.34e-08,7.48e-09,6.27124,9.4470567,0.3526019,TAF6,TATA-box binding protein associated factor 6
202970_at,5.34e-08,7.48e-09,6.271239,9.4470495,0.3285669,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
218585_s_at,5.36e-08,7.5e-09,6.270471,9.4435001,0.8703007,DTL,denticleless E3 ubiquitin protein ligase homolog
204689_at,5.36e-08,7.5e-09,-6.270471,9.4434998,-0.4444329,HHEX,hematopoietically expressed homeobox
205063_at,5.36e-08,7.51e-09,6.270226,9.4423659,0.4039457,GEMIN2,gem nuclear organelle associated protein 2
221436_s_at,5.36e-08,7.52e-09,6.270099,9.441783,0.3914522,CDCA3,cell division cycle associated 3
200770_s_at,5.37e-08,7.53e-09,6.269657,9.4397386,0.4375189,LAMC1,laminin subunit gamma 1
202874_s_at,5.42e-08,7.59e-09,6.267886,9.4315519,0.6522143,ATP6V1C1,ATPase H+ transporting V1 subunit C1
201335_s_at,5.43e-08,7.61e-09,-6.267313,9.4289033,-0.3712521,ARHGEF12,Rho guanine nucleotide exchange factor 12
201757_at,5.44e-08,7.63e-09,6.266945,9.4272034,0.4298911,RPL10,ribosomal protein L10///NADH:ubiquinone oxidoreductase subunit S5
202363_at,5.48e-08,7.69e-09,6.265154,9.4189301,0.6825872,SPOCK1,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1"
219936_s_at,5.49e-08,7.7e-09,6.264887,9.417696,1.3110007,GPR87,G protein-coupled receptor 87
213869_x_at,5.49e-08,7.71e-09,6.264812,9.4173474,0.7745304,THY1,Thy-1 cell surface antigen
202534_x_at,5.49e-08,7.71e-09,6.264622,9.416473,0.3915294,DHFR,dihydrofolate reductase
219420_s_at,5.49e-08,7.71e-09,6.264562,9.4161936,0.2417347,COA7,cytochrome c oxidase assembly factor 7 (putative)
216268_s_at,5.56e-08,7.81e-09,-6.261866,9.4037379,-0.7607773,JAG1,jagged 1
202896_s_at,5.59e-08,7.86e-09,-6.260651,9.3981288,-0.2554202,SIRPA,signal regulatory protein alpha
201661_s_at,5.61e-08,7.89e-09,-6.25982,9.394288,-0.5477422,ACSL3,acyl-CoA synthetase long-chain family member 3
213161_at,5.61e-08,7.89e-09,-6.259776,9.3940888,-0.3382026,TSTD2,thiosulfate sulfurtransferase like domain containing 2///tropomodulin 1
214919_s_at,5.64e-08,7.93e-09,-6.258677,9.3890131,-0.4216019,ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3 readthrough///ankyrin repeat and KH domain containing 1///eukaryotic translation initiation factor 4E binding protein 3
221843_s_at,5.64e-08,7.95e-09,6.25828,9.3871757,0.3812372,TLDC1,TBC/LysM-associated domain containing 1
205534_at,5.65e-08,7.95e-09,6.258135,9.3865066,0.806991,PCDH7,protocadherin 7
204463_s_at,5.65e-08,7.96e-09,-6.258013,9.385947,-1.0101571,EDNRA,endothelin receptor type A
204460_s_at,5.65e-08,7.96e-09,6.257867,9.385272,0.3835735,RAD1,RAD1 checkpoint DNA exonuclease
203721_s_at,5.66e-08,7.98e-09,6.25742,9.3832056,0.4855453,UTP18,"UTP18, small subunit processome component"
202846_s_at,5.67e-08,7.99e-09,6.257089,9.3816786,0.324368,PIGC,phosphatidylinositol glycan anchor biosynthesis class C
209421_at,5.67e-08,7.99e-09,6.257041,9.3814579,0.5923431,MSH2,mutS homolog 2
207119_at,5.75e-08,8.11e-09,-6.253886,9.3668902,-0.2865648,PRKG1,"protein kinase, cGMP-dependent, type I"
217369_at,5.78e-08,8.15e-09,6.252803,9.3618899,0.6144952,LOC101930405,uncharacterized LOC101930405///immunoglobulin heavy constant gamma 1 (G1m marker)
220319_s_at,5.79e-08,8.18e-09,-6.252104,9.3586646,-0.5973337,MYLIP,myosin regulatory light chain interacting protein
203325_s_at,5.8e-08,8.19e-09,6.251739,9.3569789,0.7151898,COL5A1,collagen type V alpha 1 chain
211375_s_at,5.82e-08,8.22e-09,6.251011,9.3536184,0.4846891,ILF3,interleukin enhancer binding factor 3
204833_at,5.9e-08,8.34e-09,6.247978,9.3396244,0.2119919,ATG12,autophagy related 12
201726_at,5.9e-08,8.34e-09,6.247942,9.339457,0.3235485,ELAVL1,ELAV like RNA binding protein 1
203107_x_at,6.08e-08,8.59e-09,6.241604,9.3102175,0.2820201,SNORA64,"small nucleolar RNA, H/ACA box 64///ribosomal protein S2"
212676_at,6.1e-08,8.63e-09,6.240805,9.3065323,0.4502936,NF1P9,neurofibromin 1 pseudogene 9///neurofibromin 1
211535_s_at,6.11e-08,8.64e-09,-6.240364,9.3044977,-0.6263624,FGFR1,fibroblast growth factor receptor 1
209200_at,6.11e-08,8.65e-09,-6.240256,9.3040004,-0.7252365,MEF2C,myocyte enhancer factor 2C
823_at,6.13e-08,8.69e-09,-6.239343,9.2997922,-0.9861519,CX3CL1,C-X3-C motif chemokine ligand 1
212736_at,6.17e-08,8.73e-09,-6.238151,9.2942946,-0.555812,C16orf45,chromosome 16 open reading frame 45
202114_at,6.17e-08,8.74e-09,-6.238071,9.2939265,-0.3194592,SNX2,sorting nexin 2
202646_s_at,6.22e-08,8.81e-09,-6.23624,9.2854826,-0.4100728,CSDE1,cold shock domain containing E1
202219_at,6.22e-08,8.82e-09,6.236034,9.2845312,0.7990698,SLC6A8,solute carrier family 6 member 8
217838_s_at,6.23e-08,8.83e-09,-6.235839,9.2836346,-0.6049655,EVL,Enah/Vasp-like
219650_at,6.27e-08,8.9e-09,6.23421,9.2761236,0.3185297,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase"
205466_s_at,6.27e-08,8.9e-09,6.234193,9.2760447,1.0872275,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1
221045_s_at,6.27e-08,8.9e-09,-6.234178,9.2759789,-0.794359,PER3,period circadian clock 3
200600_at,6.28e-08,8.91e-09,-6.233849,9.274461,-0.5318934,MSN,moesin
208502_s_at,6.3e-08,8.95e-09,6.232899,9.2700826,0.6677026,PITX1,paired like homeodomain 1
203687_at,6.3e-08,8.96e-09,-6.232813,9.2696839,-0.8223915,CX3CL1,C-X3-C motif chemokine ligand 1
212750_at,6.32e-08,8.98e-09,-6.232307,9.2673516,-0.3833619,PPP1R16B,protein phosphatase 1 regulatory subunit 16B
200598_s_at,6.33e-08,9e-09,6.231698,9.2645449,0.7131043,MIR3652,microRNA 3652///heat shock protein 90 beta family member 1
216111_x_at,6.38e-08,9.08e-09,6.230006,9.256751,0.3367323,PMS2P3,"PMS1 homolog 2, mismatch repair system component pseudogene 3"
219068_x_at,6.42e-08,9.13e-09,6.228659,9.2505447,0.3275001,ATAD3B,"ATPase family, AAA domain containing 3B///ATPase family, AAA domain containing 3A"
200687_s_at,6.46e-08,9.19e-09,6.227277,9.2441732,0.3180394,SF3B3,splicing factor 3b subunit 3
202672_s_at,6.52e-08,9.29e-09,-6.225141,9.2343363,-1.3735342,ATF3,activating transcription factor 3
210651_s_at,6.58e-08,9.37e-09,6.22321,9.2254426,0.3179639,EPHB2,EPH receptor B2
200599_s_at,6.66e-08,9.49e-09,6.220515,9.2130288,0.4591347,MIR3652,microRNA 3652///heat shock protein 90 beta family member 1
206374_at,6.7e-08,9.55e-09,-6.219133,9.2066674,-0.474122,LOC101927562,uncharacterized LOC101927562///dual specificity phosphatase 8
219676_at,6.79e-08,9.68e-09,6.216244,9.1933657,0.4122511,ZSCAN16,zinc finger and SCAN domain containing 16
217025_s_at,6.79e-08,9.68e-09,6.216181,9.1930766,0.4758316,DBN1,drebrin 1
213480_at,6.83e-08,9.73e-09,-6.215079,9.1880022,-0.3220928,VAMP4,vesicle associated membrane protein 4
218133_s_at,6.91e-08,9.86e-09,6.212388,9.1756189,0.4184818,NIF3L1,NGG1 interacting factor 3 like 1
201133_s_at,6.92e-08,9.88e-09,-6.211959,9.173645,-0.483805,PJA2,praja ring finger ubiquitin ligase 2
212606_at,6.97e-08,9.96e-09,-6.210302,9.1660194,-0.4734045,WDFY3,WD repeat and FYVE domain containing 3
211485_s_at,6.98e-08,9.97e-09,-6.209966,9.1644712,-0.282893,FGF18,fibroblast growth factor 18
206052_s_at,7.04e-08,1.01e-08,6.208113,9.1559485,0.6292189,SLBP,stem-loop binding protein
216336_x_at,7.09e-08,1.01e-08,-6.206538,9.148704,-0.6420568,MT1E,metallothionein 1E
213395_at,7.09e-08,1.01e-08,-6.206477,9.1484235,-0.2943746,MLC1,megalencephalic leukoencephalopathy with subcortical cysts 1
212137_at,7.11e-08,1.02e-08,6.205913,9.1458283,0.3220875,LARP1,La ribonucleoprotein domain family member 1
212370_x_at,7.12e-08,1.02e-08,-6.205518,9.1440107,-0.3337972,LOC101930591,uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
220380_at,7.13e-08,1.02e-08,-6.205082,9.1420047,-0.4935816,DNASE2B,deoxyribonuclease 2 beta
216988_s_at,7.33e-08,1.05e-08,6.199231,9.1150985,0.3852342,PTP4A2,"protein tyrosine phosphatase type IVA, member 2"
214293_at,7.33e-08,1.05e-08,-6.199167,9.1148045,-0.3017818,SEPT11,septin 11
209709_s_at,7.34e-08,1.05e-08,6.198673,9.1125353,0.4932964,HMMR,hyaluronan mediated motility receptor
206482_at,7.35e-08,1.05e-08,6.198425,9.1113937,0.6124509,PTK6,protein tyrosine kinase 6
218891_at,7.36e-08,1.05e-08,-6.198071,9.1097655,-0.2622085,C10orf76,chromosome 10 open reading frame 76
221261_x_at,7.36e-08,1.06e-08,6.197886,9.1089144,0.7376071,SNORA11E,"small nucleolar RNA, H/ACA box 11E///small nucleolar RNA, H/ACA box 11D///MAGE family member D4///MAGE family member D4B"
212136_at,7.36e-08,1.06e-08,-6.197871,9.1088468,-0.6073344,ATP2B4,ATPase plasma membrane Ca2+ transporting 4
201033_x_at,7.36e-08,1.06e-08,6.197821,9.1086187,0.2893006,RPLP0,ribosomal protein lateral stalk subunit P0
202974_at,7.41e-08,1.06e-08,-6.196336,9.1017898,-0.4165597,MPP1,membrane palmitoylated protein 1
219186_at,7.42e-08,1.06e-08,-6.196046,9.1004599,-0.3725119,ZBTB7A,zinc finger and BTB domain containing 7A
211143_x_at,7.46e-08,1.07e-08,-6.194597,9.0937998,-0.5246892,NR4A1,nuclear receptor subfamily 4 group A member 1
205246_at,7.48e-08,1.07e-08,6.194232,9.0921217,0.4752995,PEX13,peroxisomal biogenesis factor 13
205053_at,7.52e-08,1.08e-08,6.192793,9.085511,0.3441193,PRIM1,primase (DNA) subunit 1
207022_s_at,7.52e-08,1.08e-08,6.19278,9.0854483,0.2713633,LDHC,lactate dehydrogenase C
201466_s_at,7.54e-08,1.08e-08,-6.192299,9.0832397,-0.9259207,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit"
202136_at,7.56e-08,1.09e-08,-6.191614,9.0800923,-0.4420895,ZMYND11,zinc finger MYND-type containing 11
216430_x_at,7.57e-08,1.09e-08,6.191128,9.0778594,0.7795502,IGLV1-44,immunoglobulin lambda variable 1-44
211640_x_at,7.57e-08,1.09e-08,6.191076,9.0776187,0.8243138,IGHM,immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 1 (G1m marker)
205620_at,7.59e-08,1.09e-08,-6.190561,9.0752545,-0.3720551,F10,coagulation factor X
216037_x_at,7.59e-08,1.09e-08,-6.190351,9.0742913,-0.4171283,TCF7L2,transcription factor 7 like 2
214916_x_at,7.62e-08,1.1e-08,6.189453,9.0701621,1.0937312,IGHV3-23,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1
201062_at,7.65e-08,1.1e-08,-6.188754,9.0669507,-0.1784769,STOM,stomatin
203606_at,7.69e-08,1.11e-08,6.187331,9.0604165,0.585292,NDUFS6,NADH:ubiquinone oxidoreductase subunit S6
201127_s_at,7.7e-08,1.11e-08,6.187112,9.0594119,0.3961075,ACLY,ATP citrate lyase
201692_at,7.71e-08,1.11e-08,6.186849,9.0582014,0.3129457,SIGMAR1,sigma non-opioid intracellular receptor 1
200652_at,7.73e-08,1.11e-08,6.186153,9.0550069,0.3451681,SSR2,signal sequence receptor subunit 2
209068_at,7.78e-08,1.12e-08,-6.184776,9.0486825,-0.3729757,HNRNPDL,heterogeneous nuclear ribonucleoprotein D like
209882_at,7.78e-08,1.12e-08,6.184718,9.0484166,0.6249864,RIT1,Ras like without CAAX 1
214068_at,7.81e-08,1.13e-08,6.183639,9.0434611,0.6084802,BEAN1,"brain expressed, associated with NEDD4, 1"
212247_at,7.82e-08,1.13e-08,6.183489,9.042774,0.4771562,NUP205,nucleoporin 205
208130_s_at,7.84e-08,1.13e-08,-6.182823,9.0397158,-0.4553573,TBXAS1,thromboxane A synthase 1
200014_s_at,7.87e-08,1.14e-08,6.181868,9.0353284,0.3774951,HNRNPC,heterogeneous nuclear ribonucleoprotein C (C1/C2)
204820_s_at,8.02e-08,1.16e-08,-6.177737,9.0163661,-0.5382532,BTN3A2,butyrophilin subfamily 3 member A2///butyrophilin subfamily 3 member A3
208315_x_at,8.04e-08,1.16e-08,6.177349,9.0145867,0.2461643,TRAF3,TNF receptor associated factor 3
211637_x_at,8.17e-08,1.18e-08,6.173766,8.9981402,1.3031259,IGHV3-23,immunoglobulin heavy variable 3-23///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 4 (G4m marker)///immunoglobulin heavy constant gamma 3 (G3m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)///immunoglobulin heavy constant delta///immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
214175_x_at,8.19e-08,1.18e-08,6.173174,8.9954261,0.5503935,PDLIM4,PDZ and LIM domain 4
213773_x_at,8.21e-08,1.19e-08,6.172469,8.9921917,0.4178468,NSUN5,NOP2/Sun RNA methyltransferase family member 5
221434_s_at,8.24e-08,1.19e-08,6.171801,8.9891277,0.5842441,SLIRP,SRA stem-loop interacting RNA binding protein
201959_s_at,8.3e-08,1.2e-08,-6.170182,8.9816995,-0.3885581,MYCBP2,"MYC binding protein 2, E3 ubiquitin protein ligase"
200829_x_at,8.3e-08,1.2e-08,6.170023,8.9809718,0.2945522,ZNF207,zinc finger protein 207
203657_s_at,8.42e-08,1.22e-08,-6.166946,8.9668573,-0.4615658,CTSF,cathepsin F
32541_at,8.49e-08,1.23e-08,-6.165139,8.9585739,-0.3177366,PPP3CC,protein phosphatase 3 catalytic subunit gamma
220005_at,8.56e-08,1.24e-08,-6.163196,8.9496622,-0.5294154,P2RY13,purinergic receptor P2Y13
212681_at,8.6e-08,1.25e-08,-6.162239,8.9452774,-0.6785745,EPB41L3,erythrocyte membrane protein band 4.1 like 3
202952_s_at,8.6e-08,1.25e-08,6.162001,8.9441844,0.6557482,ADAM12,ADAM metallopeptidase domain 12
220032_at,8.67e-08,1.26e-08,-6.160382,8.9367622,-0.2896023,CPED1,cadherin like and PC-esterase domain containing 1
218556_at,8.71e-08,1.26e-08,6.159335,8.9319642,0.3952148,ORMDL2,ORMDL sphingolipid biosynthesis regulator 2
206134_at,8.71e-08,1.27e-08,6.159163,8.9311779,0.9918827,ADAMDEC1,ADAM like decysin 1
204670_x_at,8.81e-08,1.28e-08,-6.156612,8.9194879,-0.5709766,LOC100996809,"HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 1"
206756_at,8.83e-08,1.28e-08,-6.156176,8.9174887,-0.3505158,CHST7,carbohydrate sulfotransferase 7
202642_s_at,8.87e-08,1.29e-08,6.15506,8.9123739,0.5324405,TRRAP,transformation/transcription domain associated protein
221899_at,8.87e-08,1.29e-08,-6.154982,8.9120191,-0.660737,N4BP2L2,NEDD4 binding protein 2 like 2
220295_x_at,8.88e-08,1.29e-08,6.154625,8.9103819,0.4690539,DEPDC1,DEP domain containing 1
217378_x_at,8.95e-08,1.3e-08,6.152935,8.9026406,1.2626254,IGKV1OR2-108,immunoglobulin kappa variable 1/OR2-108 (non-functional)
213264_at,9.02e-08,1.31e-08,-6.151159,8.894503,-0.4089023,PCBP2,poly(rC) binding protein 2
221256_s_at,9.03e-08,1.31e-08,6.150888,8.8932647,0.3759143,HDHD3,haloacid dehalogenase like hydrolase domain containing 3
201323_at,9.04e-08,1.32e-08,6.150521,8.8915819,0.5004384,MIR6733,microRNA 6733///EBNA1 binding protein 2
212568_s_at,9.04e-08,1.32e-08,6.150451,8.8912601,0.4812958,DLAT,dihydrolipoamide S-acetyltransferase
213607_x_at,9.06e-08,1.32e-08,6.150058,8.8894632,0.2680391,NADK,NAD kinase
202740_at,9.13e-08,1.33e-08,6.14834,8.8815938,0.3122763,ABHD14A-ACY1,ABHD14A-ACY1 readthrough///aminoacylase 1
216576_x_at,9.14e-08,1.33e-08,6.147847,8.8793351,1.4493843,IGK,immunoglobulin kappa locus///immunoglobulin kappa constant
201889_at,9.16e-08,1.34e-08,6.147354,8.8770775,0.7581809,FAM3C,family with sequence similarity 3 member C
213094_at,9.16e-08,1.34e-08,-6.147313,8.8768911,-1.0182739,ADGRG6,adhesion G protein-coupled receptor G6
204958_at,9.18e-08,1.34e-08,-6.146852,8.8747788,-0.4778194,PLK3,polo like kinase 3
204695_at,9.21e-08,1.35e-08,6.14595,8.8706494,0.3875093,CDC25A,cell division cycle 25A
200055_at,9.22e-08,1.35e-08,6.145815,8.870031,0.438464,TAF10,TATA-box binding protein associated factor 10
212800_at,9.43e-08,1.38e-08,6.140852,8.8473132,0.377201,STX6,syntaxin 6
206513_at,9.54e-08,1.4e-08,6.138229,8.8353102,0.7443504,AIM2,absent in melanoma 2
219878_s_at,9.61e-08,1.4e-08,-6.136753,8.8285585,-0.4844255,KLF13,Kruppel like factor 13
207836_s_at,9.62e-08,1.41e-08,-6.136309,8.826527,-0.7081539,RBPMS,RNA binding protein with multiple splicing
48808_at,9.69e-08,1.42e-08,6.13481,8.8196678,0.2713727,DHFR,dihydrofolate reductase
203801_at,9.7e-08,1.42e-08,-6.134465,8.8180917,-0.3779482,MRPS14,mitochondrial ribosomal protein S14
213085_s_at,9.72e-08,1.42e-08,-6.133896,8.8154893,-0.4974427,WWC1,WW and C2 domain containing 1
212309_at,9.74e-08,1.43e-08,-6.133493,8.8136433,-0.2822259,CLASP2,cytoplasmic linker associated protein 2
214264_s_at,9.79e-08,1.43e-08,6.132339,8.8083662,0.4114898,EFCAB11,EF-hand calcium binding domain 11
213201_s_at,9.79e-08,1.43e-08,6.132206,8.8077572,0.6873017,TNNT1,"troponin T1, slow skeletal type"
220518_at,9.83e-08,1.44e-08,-6.131324,8.8037265,-0.374527,ABI3BP,ABI family member 3 binding protein
208856_x_at,9.9e-08,1.45e-08,6.129709,8.7963373,0.2918802,RPLP0,ribosomal protein lateral stalk subunit P0
203738_at,9.91e-08,1.45e-08,6.129357,8.7947298,0.4889936,C5orf22,chromosome 5 open reading frame 22
207220_at,9.94e-08,1.46e-08,-6.128715,8.7917929,-0.3351799,ART4,ADP-ribosyltransferase 4 (Dombrock blood group)
